"Line"	"Crop"	"PlantingDate"	"Rep"	"VideoDate"	"MeanFreq"	"MedianFreq"	"SdFreq"	"Hz0.5"	"Hz0.7"	"Hz0.9"	"Hz1.1"	"Hz1.3"	"Hz1.5"	"Hz1.7"	"Hz1.9"	"'Hz2.1"	"Hz2.3"	"Hz2.5"	"Hz2.7"	"Hz2.9"	"Hz3.1"	"Hz3.3"	"Hz3.5"	"Hz3.7"	"Hz3.9"	"Hz4.1"	"Hz4.3"	"Hz4.5"	"Position"
"145"	"IL078721"	"oat"	"2"	"A"	"07_11_17"	"1.55034805555556"	"1.4583"	"0.680498330475002"	"0.277646"	"0.975421"	"0.290121"	"0.503888"	"0.625184"	"0.699159"	"0.694148"	"0.831009"	"1.986169"	"0.511595"	"0.145121"	"0"	"0"	"0"	"0"	"0"	"0.199471"	"0"	"0"	"0"	"0"	2
"146"	"Linkert"	"wheat"	"2"	"A"	"07_11_17"	"1.36274152941176"	"1.0833"	"0.807736030474929"	"0.418478"	"1.29645"	"0.853859"	"1.767326"	"0.380845"	"0.410505"	"1.473451"	"0.067639"	"0.772961"	"0.051259"	"0.610602"	"0"	"0.087473"	"0.172701"	"0"	"0"	"0.205081"	"0"	"0"	"0"	"0.13288"	2
"147"	"Linkert"	"wheat"	"2"	"B"	"07_11_17"	"1.72243176470588"	"1.4792"	"0.92859533287736"	"0.198745"	"0.209675"	"0.678564"	"1.357213"	"0.380719"	"0.455249"	"0.622908"	"0.673268"	"0.898808"	"1.20882"	"0"	"0"	"0.081482"	"0.091405"	"0.10195"	"0"	"0.098153"	"0"	"0"	"0.10228"	"0.1053"	1
"148"	"MN113946"	"wheat"	"2"	"A"	"07_11_17"	"1.71892711864407"	"1.5"	"0.729793762697784"	"0.188733"	"0.60049"	"0.294782"	"1.069094"	"0.69693"	"1.07869"	"0.476313"	"1.322058"	"0.967643"	"0.53861"	"0.10101"	"0.075315"	"0.182917"	"0"	"0"	"0"	"0.191897"	"0.10323"	"0"	"0"	"0"	2
"149"	"MN113946"	"wheat"	"2"	"B"	"07_11_17"	"1.41816734939759"	"1.3333"	"0.525896373955202"	"0.256292"	"0.262193"	"1.161308"	"2.495475"	"2.306136"	"1.875855"	"0.818192"	"0.622299"	"0.92529"	"1.11164"	"0"	"0.077778"	"0.076822"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"150"	"ND021052"	"oat"	"2"	"A"	"07_11_17"	"1.23138265957447"	"1.125"	"0.509674375109626"	"1.205889"	"1.440265"	"1.410362"	"1.524606"	"0.797323"	"0.243505"	"1.093979"	"1.292914"	"0.910284"	"0.153163"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"151"	"ND021052"	"oat"	"2"	"B"	"07_11_17"	"1.47478276315789"	"1.25"	"0.809724263641393"	"0.349377"	"0.706845"	"1.101024"	"1.933757"	"0.258447"	"1.527499"	"0.480603"	"0.687903"	"0.687073"	"0.370181"	"0.467534"	"0.232277"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.11493"	"0.12809"	2
"152"	"ND021052"	"oat"	"2"	"C"	"07_11_17"	"1.2057296875"	"1.0833"	"0.55031279077009"	"0.667732"	"1.894245"	"3.075196"	"2.111599"	"1.012828"	"0.60966"	"1.150322"	"1.08356"	"1.329571"	"0"	"0.230951"	"0"	"0"	"0.082097"	"0"	"0.11854"	"0"	"0"	"0"	"0"	"0"	1
"153"	"NDGenesis"	"2row"	"2"	"A"	"07_11_17"	"1.31723397727273"	"1.3125"	"0.411921012904786"	"0.376573"	"0.852759"	"1.207784"	"4.771185"	"4.383171"	"3.28397"	"2.386528"	"0.39683"	"1.04534"	"0.13247"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"154"	"Rollag"	"wheat"	"2"	"A"	"07_11_17"	"1.4284975308642"	"1.2917"	"0.660193640340716"	"0.368993"	"0.302949"	"0.982572"	"1.991844"	"0.380181"	"0.943414"	"1.6905"	"0.575448"	"0.916203"	"0.204064"	"0"	"0"	"0"	"0.10703"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"155"	"StellarND"	"6row"	"2"	"A"	"07_11_17"	"1.1245665625"	"1.0833"	"0.452396391194662"	"0.595915"	"2.194954"	"1.395633"	"2.403697"	"1.317376"	"0.82611"	"2.132271"	"0.49922"	"1.55536"	"0"	"0.08578"	"0"	"0.085275"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"156"	"Tradition"	"6row"	"2"	"A"	"07_11_17"	"1.55236675675676"	"1.375"	"0.725012655321022"	"0.153342"	"0.961017"	"0.805772"	"0.74606"	"0.783613"	"0.647016"	"0.50278"	"1.801592"	"1.415125"	"0"	"0.075312"	"0.099676"	"0"	"0"	"0"	"0"	"0.288604"	"0.097007"	"0"	"0"	"0"	2
"157"	"Tradition"	"6row"	"2"	"B"	"07_11_17"	"1.6536459375"	"1.3958"	"0.844171314573241"	"0.12303"	"1.137963"	"0.611311"	"0.80273"	"0.196576"	"0.397729"	"0.865517"	"1.836069"	"1.38653"	"0.068551"	"0.230592"	"0.073893"	"0"	"0.098241"	"0"	"0.086131"	"0.11801"	"0.1383"	"0"	"0"	"0.086723"	2
"158"	"ACMetcalf"	"2row"	"2"	"A"	"07_12_17"	"1.26666711111111"	"1.1667"	"0.577306905087081"	"1.746468"	"2.143672"	"2.468182"	"2.014244"	"1.434718"	"1.5126"	"1.955523"	"1.99967"	"0.089735"	"0.3132"	"0"	"0.13658"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.14783"	"0"	1
"159"	"ACMetcalf"	"2row"	"2"	"B"	"07_12_17"	"1.48147619047619"	"1.375"	"0.549862164594906"	"1.23605"	"1.42095"	"1.592243"	"1.342651"	"0.836687"	"0.54159"	"1.048421"	"1.867205"	"1.169951"	"0.246857"	"0.344336"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"160"	"ACMetcalf"	"2row"	"2"	"C"	"07_12_17"	"1.57804816901408"	"1.3333"	"0.8147298668381"	"0.366781"	"2.404401"	"1.00452"	"1.543269"	"2.409237"	"0.490643"	"0.701054"	"1.77935"	"1.52954"	"0.30859"	"0.318533"	"0.09068"	"0"	"0"	"0.09634"	"0"	"0"	"0.10428"	"0.14308"	"0"	"0.12782"	1
"161"	"Celebration"	"6row"	"2"	"A"	"07_12_17"	"1.67797714285714"	"1.5"	"0.791426224937773"	"0.256733"	"2.107694"	"0.984821"	"0.842414"	"1.557467"	"1.04556"	"1.102755"	"1.614429"	"0.830632"	"0.258276"	"0.179315"	"0.077747"	"0"	"0"	"0.082383"	"0"	"0"	"0.096107"	"0.18575"	"0"	"0"	2
"162"	"Celebration"	"6row"	"2"	"B"	"07_12_17"	"1.42428926829268"	"1.27085"	"0.688622513999588"	"0.236227"	"0.948291"	"1.51721"	"2.080553"	"2.063933"	"1.172955"	"0.318447"	"1.117081"	"2.04635"	"0.088173"	"0"	"0"	"0"	"0"	"0"	"0"	"0.10136"	"0.10804"	"0"	"0"	"0"	1
"163"	"Conion"	"2row"	"2"	"A"	"07_12_17"	"1.19298263157895"	"1.125"	"0.42041977042255"	"1.009578"	"3.771482"	"2.111077"	"3.552807"	"2.303657"	"0.817939"	"1.004123"	"3.33858"	"0.13841"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"164"	"GOPHER"	"oat"	"2"	"A"	"07_12_17"	"1.12826666666667"	"0.95833"	"0.562071774887703"	"1.69511"	"3.965658"	"5.561762"	"1.482236"	"0.414369"	"2.252036"	"0.450594"	"1.68404"	"0.79726"	"0.270726"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"165"	"GOPHER"	"oat"	"2"	"B"	"07_12_17"	"1.48141945945946"	"1.27085"	"0.696230555859216"	"0.294553"	"2.742851"	"2.061062"	"1.902352"	"0.603938"	"0.667596"	"0.779488"	"1.978701"	"1.210023"	"0.126708"	"0.22444"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.20638"	"0"	"0"	2
"166"	"IL078721"	"oat"	"2"	"A"	"07_12_17"	"1.67097103448276"	"1.3333"	"0.858929045407896"	"0.217361"	"0.99668"	"0.366672"	"0.450092"	"0.331625"	"0.22487"	"0.33538"	"2.728882"	"0.63395"	"0"	"0.18232"	"0.182574"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0.089121"	2
"167"	"Linkert"	"wheat"	"2"	"A"	"07_12_17"	"1.69934764705882"	"1.375"	"0.948878943112531"	"0.289972"	"1.313349"	"0.571588"	"0.535361"	"0.778293"	"0.273101"	"0.518601"	"2.663403"	"0.655488"	"0.213472"	"0.087965"	"0"	"0.175864"	"0"	"0.10097"	"0"	"0.202477"	"0.1589"	"0.087552"	"0"	"0"	2
"168"	"Linkert"	"wheat"	"2"	"B"	"07_12_17"	"1.46198375"	"1.2917"	"0.654264608466703"	"0.213702"	"1.141052"	"1.217668"	"1.273175"	"0.237385"	"0.718276"	"0.614912"	"1.865752"	"1.315354"	"0.15099"	"0.564323"	"0"	"0"	"0.083153"	"0"	"0"	"0"	"0.11094"	"0"	"0"	"0"	1
"169"	"MN113946"	"wheat"	"2"	"A"	"07_12_17"	"1.67207037037037"	"1.5417"	"0.657018580596407"	"0.12238"	"0.778328"	"0.427092"	"0.762801"	"2.878983"	"2.34484"	"0.418599"	"2.06849"	"1.748407"	"0.237197"	"0.30075"	"0"	"0"	"0.12111"	"0"	"0"	"0"	"0"	"0"	"0"	"0.19583"	2
"170"	"MN113946"	"wheat"	"2"	"B"	"07_12_17"	"1.53253698630137"	"1.4167"	"0.609344167547475"	"0.188013"	"0.085573"	"0.959381"	"2.589343"	"1.393331"	"1.464213"	"0.475156"	"2.06682"	"1.415991"	"0.3607"	"0.182566"	"0"	"0"	"0"	"0"	"0.082836"	"0"	"0.10336"	"0"	"0"	"0"	1
"171"	"ND021052"	"oat"	"2"	"A"	"07_12_17"	"1.2966275"	"1.10415"	"0.570989257398735"	"1.374934"	"1.78822"	"2.373612"	"0.850317"	"0.781841"	"0.757866"	"0.610333"	"1.877563"	"0.988266"	"0.319928"	"0.093382"	"0"	"0"	"0"	"0"	"0"	"0.10774"	"0"	"0"	"0"	"0"	1
"172"	"ND021052"	"oat"	"2"	"B"	"07_12_17"	"1.64697345454545"	"1.4167"	"0.746037634025449"	"0.149759"	"0.817014"	"0.791632"	"0.838399"	"0.161898"	"0.41073"	"0"	"2.510003"	"1.214329"	"0.232896"	"0.514383"	"0"	"0.11543"	"0.094994"	"0"	"0"	"0"	"0.095523"	"0"	"0"	"0"	2
"173"	"ND021052"	"oat"	"2"	"C"	"07_12_17"	"1.61047984848485"	"1.4167"	"0.743403523154443"	"0.14344"	"1.041761"	"0.794518"	"0.714901"	"0.686064"	"0.697109"	"0.543384"	"1.355063"	"2.312231"	"0.217592"	"0.082645"	"0"	"0.2765"	"0"	"0"	"0.10393"	"0.10811"	"0"	"0"	"0.091829"	"0"	1
"174"	"NDGenesis"	"2row"	"2"	"A"	"07_12_17"	"1.53995369863014"	"1.3333"	"0.715154959943622"	"0.148893"	"0.206596"	"1.995799"	"3.194771"	"0.859355"	"1.000246"	"0.301604"	"1.287278"	"0.831658"	"0.34344"	"0.49358"	"0"	"0"	"0"	"0.08403"	"0"	"0"	"0.13176"	"0"	"0"	"0.11935"	1
"175"	"Rollag"	"wheat"	"2"	"A"	"07_12_17"	"1.20139044444444"	"1.0625"	"0.47351699023161"	"0.586962"	"2.772245"	"2.906161"	"2.078839"	"0.633271"	"0.889713"	"0.39689"	"2.45608"	"0.247943"	"0.162663"	"0.29879"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"176"	"StellarND"	"6row"	"2"	"A"	"07_12_17"	"1.23127483146067"	"1.125"	"0.465590156780794"	"0.450742"	"3.225614"	"2.000154"	"1.856964"	"1.12311"	"0.991915"	"0.683963"	"1.904679"	"0.80116"	"0.36874"	"0"	"0.13876"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"177"	"Tradition"	"6row"	"2"	"A"	"07_12_17"	"1.36986164383562"	"1.2083"	"0.563438334334167"	"0.18021"	"2.546939"	"2.675332"	"1.906238"	"0.528081"	"0.557035"	"0.630761"	"1.952492"	"0.772764"	"0.081704"	"0.11238"	"0"	"0"	"0.186745"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"178"	"Tradition"	"6row"	"2"	"B"	"07_12_17"	"1.69607705882353"	"1.6667"	"0.78913290112197"	"0.19087"	"2.224614"	"1.314653"	"0.620363"	"0.388559"	"0.337229"	"0.878729"	"1.695204"	"1.059719"	"0.085105"	"0.292372"	"0.087313"	"0"	"0"	"0"	"0"	"0.089243"	"0"	"0"	"0"	"0"	2
"179"	"ACMetcalf"	"2row"	"2"	"A"	"07_13_17"	"1.14026623762376"	"1"	"0.49243558870547"	"1.226791"	"3.210388"	"1.986469"	"1.141846"	"0.56093"	"1.115624"	"0.488747"	"0.76039"	"1.009774"	"0.15788"	"0"	"0.11064"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"180"	"ACMetcalf"	"2row"	"2"	"B"	"07_13_17"	"1.217591"	"1.2083"	"0.473496137513879"	"1.707034"	"1.779773"	"1.248136"	"1.230331"	"1.80209"	"0.555181"	"0.689543"	"1.781449"	"0.190545"	"0.340007"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"181"	"ACMetcalf"	"2row"	"2"	"C"	"07_13_17"	"1.19623505376344"	"1.1667"	"0.407858575051034"	"2.195208"	"2.505283"	"1.715747"	"1.721809"	"2.950933"	"2.018003"	"3.666903"	"1.0682"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"182"	"Celebration"	"6row"	"2"	"A"	"07_13_17"	"1.24016966292135"	"1.2083"	"0.498140453569914"	"1.077223"	"3.355169"	"1.002342"	"1.763183"	"2.144008"	"0.981098"	"0.716689"	"2.05773"	"0.8047"	"0"	"0.183994"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"183"	"Celebration"	"6row"	"2"	"B"	"07_13_17"	"0.988534403669725"	"0.875"	"0.420160268097586"	"2.646008"	"3.69222"	"2.466979"	"2.638913"	"1.649994"	"0.55334"	"0.42763"	"1.48002"	"0.85999"	"0"	"0.12324"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"184"	"Conion"	"2row"	"2"	"A"	"07_13_17"	"1.06428533333333"	"1"	"0.427188179195491"	"2.388483"	"2.453906"	"3.090679"	"2.326925"	"2.602398"	"1.04298"	"0.454884"	"3.430751"	"0.077103"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"185"	"GOPHER"	"oat"	"2"	"A"	"07_13_17"	"0.945175438596491"	"0.875"	"0.3436491104558"	"2.923017"	"4.688426"	"3.689081"	"1.858005"	"0.66071"	"0.486964"	"0.23854"	"1.49366"	"0.093618"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"186"	"GOPHER"	"oat"	"2"	"B"	"07_13_17"	"1.1610812371134"	"1.125"	"0.367424859918261"	"1.077358"	"3.6362"	"2.325062"	"5.163756"	"3.835648"	"1.54412"	"1.9799"	"0.70509"	"0"	"0"	"0.12201"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"187"	"IL078721"	"oat"	"2"	"A"	"07_13_17"	"1.33774517647059"	"1.125"	"0.692781593375938"	"0.833259"	"2.337483"	"1.160985"	"0.764935"	"0.686777"	"0.450102"	"0.785402"	"0.777126"	"1.49162"	"0.10164"	"0.293307"	"0.095164"	"0"	"0"	"0"	"0"	"0.07696"	"0.1022"	"0"	"0"	"0"	2
"188"	"Linkert"	"wheat"	"2"	"A"	"07_13_17"	"1.40396487804878"	"1.25"	"0.718523976049948"	"0.605845"	"2.248587"	"1.071408"	"0.265378"	"0.297182"	"0.661889"	"0.561219"	"0.95291"	"1.533588"	"0.526065"	"0.165892"	"0"	"0"	"0"	"0"	"0.11632"	"0"	"0.1227"	"0"	"0"	"0"	2
"189"	"Linkert"	"wheat"	"2"	"B"	"07_13_17"	"1.11437336734694"	"1.0417"	"0.465918881422361"	"0.938791"	"1.949109"	"1.557715"	"1.054622"	"0.741917"	"0.977481"	"1.27399"	"0.442354"	"1.2429"	"0.15409"	"0.10313"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"190"	"MN113946"	"wheat"	"2"	"A"	"07_13_17"	"1.4440946835443"	"1.2083"	"0.71008482586605"	"0.927857"	"2.061319"	"1.031399"	"1.005315"	"0.898349"	"1.116535"	"0.776749"	"0.54612"	"1.081211"	"1.049174"	"0.281185"	"0"	"0"	"0"	"0"	"0.13817"	"0"	"0"	"0"	"0"	"0.15247"	2
"191"	"MN113946"	"wheat"	"2"	"B"	"07_13_17"	"1.27320056818182"	"1.25"	"0.450661491958384"	"0.458052"	"1.632177"	"1.578337"	"2.441134"	"3.10498"	"2.409047"	"1.31934"	"1.22582"	"0.62759"	"0"	"0.2862"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"192"	"ND021052"	"oat"	"2"	"A"	"07_13_17"	"1.0248495412844"	"0.91667"	"0.408373666534991"	"2.633861"	"3.961725"	"3.172113"	"1.12204"	"1.042211"	"0.864817"	"1.493254"	"1.60464"	"0.093913"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"193"	"ND021052"	"oat"	"2"	"B"	"07_13_17"	"1.76453488372093"	"1.6667"	"0.87447963589612"	"0.124831"	"0.25128"	"0.101518"	"1.715892"	"0.098883"	"0.59099"	"0.443729"	"1.499221"	"0.898827"	"0.22224"	"0.242157"	"0.07198"	"0"	"0"	"0"	"0"	"0.230546"	"0"	"0"	"0"	"0.13442"	2
"194"	"ND021052"	"oat"	"2"	"C"	"07_13_17"	"1.02380828571429"	"1"	"0.389831261929828"	"1.277718"	"5.353001"	"5.184622"	"2.469772"	"0.899503"	"1.30955"	"0.80628"	"2.70464"	"0"	"0"	"0"	"0.15221"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"195"	"NDGenesis"	"2row"	"2"	"A"	"07_13_17"	"1.24542120879121"	"1.2083"	"0.438611265607042"	"0.632631"	"1.299012"	"1.173054"	"2.96465"	"2.334722"	"2.225936"	"2.77028"	"0.80677"	"0.65268"	"0"	"0.09238"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"196"	"Rollag"	"wheat"	"2"	"A"	"07_13_17"	"1.1254186"	"1.02085"	"0.445883717685463"	"1.447849"	"1.873334"	"2.002443"	"1.340426"	"0.675616"	"0.92296"	"0.70325"	"0.749268"	"1.29934"	"0"	"0.081373"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"197"	"StellarND"	"6row"	"2"	"A"	"07_13_17"	"0.914154396551724"	"0.83333"	"0.331030259074772"	"2.029716"	"5.00281"	"2.4805"	"1.701288"	"0.500978"	"0.64887"	"0.197965"	"1.56273"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"198"	"Tradition"	"6row"	"2"	"A"	"07_13_17"	"1.13180632653061"	"1.0417"	"0.472038192595515"	"2.972967"	"1.691993"	"1.502114"	"1.397854"	"0.487861"	"0.986258"	"1.278662"	"2.181565"	"0.082464"	"0.1231"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"199"	"Tradition"	"6row"	"2"	"B"	"07_13_17"	"1.20250946236559"	"1.125"	"0.513056465905378"	"1.47067"	"3.324081"	"2.217872"	"3.727378"	"1.561097"	"0.610956"	"0.934727"	"2.63098"	"0.355745"	"0"	"0"	"0.196833"	"0.1002"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"200"	"ACMetcalf"	"2row"	"2"	"A"	"07_17_17"	"0.948987289719626"	"0.91667"	"0.341692829399945"	"3.191842"	"4.013085"	"6.377757"	"3.225153"	"1.23919"	"1.11992"	"0.18005"	"2.1258"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"201"	"ACMetcalf"	"2row"	"2"	"B"	"07_17_17"	"1.13470708737864"	"1.0833"	"0.380505621157704"	"2.349841"	"4.462546"	"10.344294"	"10.47959"	"5.30739"	"2.00176"	"1.92757"	"3.23375"	"1.86962"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"202"	"ACMetcalf"	"2row"	"2"	"C"	"07_17_17"	"1.0733308"	"1.0833"	"0.350417643759471"	"2.059081"	"5.577574"	"3.162611"	"7.637197"	"6.33143"	"3.18722"	"1.90513"	"1.0423"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"203"	"Celebration"	"6row"	"2"	"A"	"07_17_17"	"1.28246302325581"	"1.1875"	"0.562343473824588"	"0.492948"	"1.853985"	"1.408787"	"2.300501"	"1.231203"	"2.259614"	"1.368131"	"2.312434"	"0.10415"	"0"	"0"	"0.13847"	"0"	"0"	"0"	"0.11009"	"0.10117"	"0"	"0"	"0"	"0"	2
"204"	"Celebration"	"6row"	"2"	"B"	"07_17_17"	"0.8901921875"	"0.75"	"0.363350988387995"	"4.436195"	"2.712617"	"2.403975"	"1.652798"	"0.71029"	"0.44324"	"0.13941"	"0.85406"	"0.99501"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"205"	"Conion"	"2row"	"2"	"A"	"07_17_17"	"0.913012456140351"	"0.83333"	"0.345268463692331"	"5.271906"	"3.393068"	"4.281099"	"1.342885"	"2.23252"	"1.956726"	"0.63442"	"1.0619"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"206"	"GOPHER"	"oat"	"2"	"A"	"07_17_17"	"0.878377567567568"	"0.83333"	"0.28249285086116"	"4.629369"	"6.660389"	"7.297896"	"2.244873"	"0.72523"	"0.23665"	"0.31897"	"0.66216"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"207"	"GOPHER"	"oat"	"2"	"B"	"07_17_17"	"1.17729775510204"	"1.125"	"0.38311154387"	"0.472434"	"2.120574"	"4.877594"	"7.766168"	"2.11335"	"1.897855"	"0.11558"	"2.06191"	"1.01346"	"0.43092"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"208"	"IL078721"	"oat"	"2"	"A"	"07_17_17"	"0.8556676"	"0.75"	"0.311470132049142"	"3.662531"	"7.164256"	"2.05918"	"1.116938"	"0.907985"	"0.525028"	"0.64231"	"0.65846"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"209"	"Linkert"	"wheat"	"2"	"A"	"07_17_17"	"1.19140520833333"	"1.0625"	"0.498774156782045"	"0.705339"	"3.44521"	"1.078537"	"1.502739"	"0.68512"	"0.56614"	"0.851069"	"2.168048"	"0.209241"	"0.170036"	"0.10814"	"0.08676"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"210"	"Linkert"	"wheat"	"2"	"B"	"07_17_17"	"0.966912156862745"	"0.83333"	"0.410865220997111"	"1.436089"	"3.176522"	"1.525538"	"3.031905"	"0.269447"	"0.583636"	"0.160231"	"0.76053"	"0"	"0.87772"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"211"	"MN113946"	"wheat"	"2"	"A"	"07_17_17"	"1.36029376470588"	"1.3333"	"0.424224563131639"	"0.839798"	"1.047831"	"1.229001"	"3.195273"	"2.800336"	"1.172251"	"1.478654"	"0.85453"	"0.962275"	"0.13687"	"0"	"0.086197"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"212"	"MN113946"	"wheat"	"2"	"B"	"07_17_17"	"1.09094720430108"	"1.0417"	"0.420673478937322"	"2.984363"	"5.2203"	"4.473872"	"2.62683"	"3.90569"	"7.89152"	"5.01302"	"1.01225"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"213"	"ND021052"	"oat"	"2"	"A"	"07_17_17"	"0.876557009345794"	"0.83333"	"0.306874665575547"	"3.515806"	"5.574496"	"5.158507"	"2.77511"	"0.84903"	"0.31827"	"0.20214"	"1.78711"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"214"	"ND021052"	"oat"	"2"	"B"	"07_17_17"	"1.01628972727273"	"0.95833"	"0.316778997703704"	"0.938064"	"7.689725"	"7.894062"	"1.920079"	"0.771587"	"0.46842"	"1.12155"	"1.81593"	"0.8968"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"215"	"ND021052"	"oat"	"2"	"C"	"07_17_17"	"0.861112761904762"	"0.875"	"0.261403094570344"	"5.802006"	"9.797431"	"14.2615"	"4.358"	"0.84455"	"0.32123"	"0"	"0.81179"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"216"	"NDGenesis"	"2row"	"2"	"A"	"07_17_17"	"0.960438585858586"	"0.91667"	"0.3926043939372"	"8.613271"	"3.871222"	"5.511882"	"8.18895"	"10.07279"	"4.00718"	"0.3079"	"1.6623"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"217"	"Rollag"	"wheat"	"2"	"A"	"07_17_17"	"1.0206428440367"	"1"	"0.311321592566783"	"1.313477"	"3.942991"	"7.570783"	"3.582926"	"0.416238"	"0.967567"	"0.9886"	"0.93989"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"218"	"StellarND"	"6row"	"2"	"A"	"07_17_17"	"0.837538256880734"	"0.79167"	"0.284126915704037"	"11.064628"	"10.74644"	"16.49232"	"5.11052"	"0.20658"	"0.4652"	"0.43587"	"1.0326"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	1
"219"	"Tradition"	"6row"	"2"	"A"	"07_17_17"	"1.04696654545455"	"1"	"0.34005058251755"	"1.168063"	"5.507782"	"7.521949"	"5.075987"	"2.78311"	"0.64659"	"0.38315"	"1.56454"	"0"	"0"	"0.21638"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"220"	"Tradition"	"6row"	"2"	"B"	"07_17_17"	"0.904206355140187"	"0.79167"	"0.385007688613236"	"3.422834"	"3.350259"	"1.898407"	"2.066089"	"0.36768"	"0.336869"	"0.169946"	"1.55426"	"0.26219"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	2
"221"	"ACMetcalf"	"2row"	"3"	"A"	"07_10_17"	"1.54923893939394"	"1.5"	"0.691787747595658"	"0.324348"	"0.987855"	"0.609595"	"0.65465"	"0.354878"	"0.518551"	"0.642697"	"2.55232"	"0.807711"	"0.222138"	"0.078188"	"0"	"0.099953"	"0"	"0"	"0.089787"	"0"	"0.097411"	"0"	"0"	"0"	2
